Name;Country;Genre;YearOfProduction;LengthOfFilm;Translation;Subtitles;OriginalAudio;Director;Cast;Description;QualityOfVideo;FormatOfVideo;Video;Audio;PosterUrl
Убить Гюнтера / Killing Gunther;;;;;;нет;"нет<span class=""post-br"">";;Арнольд Шварценеггер, Коби Смолдерс, Ханна Саймон, Эллисон Толман, Стив Бачич, Таран Киллэм, Бобби Мойнахан, Аарон Ю, Питер Келамис, Джоэль Лабелль;;;;688x368 (1.87:1), 23.976 fps, XviD build 73 ~978 kbps avg, 0.16 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i3.imageban.ru/out/2018/03/19/9e493e498aadd8b38595ea9acf20078a.png
Виктория и Абдул / Victoria & Abdul;Великобритания, США;драма, биография, история;2017;01:51:10;;русские (форс.);нет;;Джуди Денч, Али Фазал, Тим Пиготт-Смит, Эдди Иззард, Адиль Ахтар, Майкл Гэмбон, Пол Хиггинс, Оливия Уильямс, Фенелла Вулгар, Джулиан Уэдэм;Взойдя на престол в возрасте 18-ти лет, Виктория стала королевой Великобритании, Ирландии, а позже и императрицей Индии. Среди бесчисленных подданных короны был красавец Абдул Карим. Появившись, казалось бы, из ниоткуда, он превратился в очень влиятельного человека при дворе. Ему завидовали, против него плели интриги, а их отношения с королевой обсуждали не только в Англии, но и во всем мире.;;AVI;688x288 (2.39:1), 23.976 fps, XviD build 73 ~804 kbps avg, 0.17 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i6.imageban.ru/out/2018/01/26/59a8df8e0905fe9ebf0ab0797d969152.jpg
Девушка в тумане / La ragazza nella nebbia;Италия, Германия, Франция;триллер, криминал;2017;02:08:18;;нет;нет;;Тони Сервилло (Agente Vogel), Жан Рено (Augusto Flores), Алессио Бони (Prof. Loris Martini), Лоренцо Рикельми (Agente Borghi), Галатеа Ранци (Stella Honer), Микела Ческон (Agente Mayer), Лукреция Гидоне (Clea), Даниэла Пьяцца (Maria Kastner), Якопо Ольмо Антинори (Mattia), Марина Оккьонеро (Monica), Сабрина Мартина (Priscilla), Антонио Жерарди (Avvocato, Levi);Холодной зимней ночью психиатра Аугусто Флореса срочно вызывают на работу, чтобы обследовать попавшего в аварию инспектора Фогеля. Инспектор ничего не помнит, на месте аварии ничто не указывает на ее причину и на ее жертв, однако рубашка Фогеля в пятнах свежей крови, и эта кровь не его. В ходе беседы начинает восстанавливаться цепь невероятных событий, начавшихся месяц назад.;BDRip | La ragazza nella nebbia.2017.BDRemux;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1424 kbps avg, 0.27 bit/pixel;48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps;http://i3.imageban.ru/out/2018/03/11/994abff05cb16fd9486210a69de73d7c.png
Пила 8 / Jigsaw;;;;;;;;;;;;;;;http://i102.fastpic.ru/big/2018/0115/67/7e909c44b5d2aff45e3b5d682dcc3367.png
Мелкие преступления / Small Crimes;;;;;;нет;нет;;Николай Костер-Вальдау, Молли Паркер, Роберт Форстер, Гэри Коул, Мэйкон Блэр, Ларри Фессенден, Джеки Уивер, Пэт Хили, Джейссон Финни, Тара Йелленд;;;;688x288 (2.39:1), 23.976 fps, XviD build 73 ~956 kbps avg, 0.20 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i101.fastpic.ru/big/2018/0302/fc/fbb17655a92c18889b45bf398d4043fc.png
Тоня против всех / I, Tonya;США;комедия, драма, биография, спорт;2017;01:59:59;Профессиональный (дублированный) | iTunes;нет;нет;;Марго Робби, Себастьян Стэн, Эллисон Дженни, Джулианна Николсон, Пол Уолтер Хаузер, Бобби Каннавале, Бояна Новакович, Мэйзи Смит;Американской фигуристке Тоне Хардинг пришлось нелегко: сначала тяжелое детство с грозной матерью, потом тяжелая юность, ранний брак с проходимцем и неудачи на соревнованиях из-за заниженных судьями оценок. А потом случился скандал: во время важнейших соревнований идея запугать конкурентку идёт не по плану…;;AVI;720x304 (2.37:1), 23.976 fps, XviD build 50 ~1344 kbps avg, 0.26 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i4.imageban.ru/out/2018/03/02/ec033b1b5a75397cdeed76808bb368ce.png
"Темные времена / Darkest Hour
«Никогда не сдавайся»";;;;;;;;;;;;;;;http://i103.fastpic.ru/big/2018/0314/d6/fe69b2d208522db5c02139f78eef2ed6.png
Первый мститель: Противостояние / Captain America: Civil War;;;;;;;;;;;;;;;http://i84.fastpic.ru/big/2016/0922/a7/bea7f4a936230699d8befde78e3182a7.png
"Планета обезьян: Война / War for the Planet of the Apes
«Кульминация великого противостояния»";;;;;;;;;;;;;;;http://i89.fastpic.ru/big/2017/1010/4b/c836ef391dc1d3dec7addbd6543bdf4b.png
ТВ3;;;;;;;;;;;;;;;http://i89.fastpic.ru/big/2017/1001/43/c9435dd91436d3e4aac0f0dfd09b9143.jpg
Ужас Амитивилля: Пробуждение / Amityville: The Awakening;;;;;;;;;;;;;;;http://i6.imageban.ru/out/2017/11/10/8b4899db604823cb53971ffef39fd86b.png
Сламбер: Лабиринты сна / Slumber;Великобритания, США;ужасы;2017;01:24:07;;нет;нет;;Хонор Книфси, Мэгги Кью, Сильвестр МакКой, Уилл Кемп, Уильям Хоуп, Марк Престон, Сэм Тротон, Кристен Буш, Адам Лазарус, Грэйс Шнайдер;Доктор Элис изучает ночные кошмары и поведение людей во сне, сама при этом страдая параноидальными видениями.;WEB-DLRip | Slumber_WEB-DL_1080p;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~2088 kbps avg, 0.40 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i3.imageban.ru/out/2018/02/12/5ec237743d47fee902d29e15ae6a4b29.png
Мадам / Madame;Франция;драма, комедия;2017;01:31:31;;нет;нет;;Тони Коллетт, Харви Кейтель, Росси де Пальма, Майкл Смайли, Кристиан Абарт, Сью Канн, Жозефин де ла Буме, Тим Феллингэм, Виолэйн Джилиберт, Станислас Мерхар;Богатая пара в Париже собирает гостей на званый ужин. Ждут мэра Лондона и других аристократов, но за столом 13 приборов. И хозяйка, из суеверия, просит служанку присоединиться к трапезе. Мария оказывается за столом инкогнито, и в нее влюбляется богатый коллекционер искусства.;WEB-DLRip | MADAME_WEBDL_1080p-BLUEBIRD.mkv;AVI;688x288 (2.39:1), 24.000 fps, XviD build 73 ~1001 kbps avg, 0.21 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i6.imageban.ru/out/2017/11/22/365dedb7a59268a00503aedaad9bf457.png
Чудеса с небес / Miracles from Heaven;;;;;;;;;;;;;;;http://i73.fastpic.ru/big/2016/0616/7a/d4baa80a5f78d58dd4fed3dd33bbe77a.png
Английский;;;;;;;;;;;;;;;http://i77.fastpic.ru/big/2016/0705/f6/e6b62e9fd6aa8d33dfda722bee8df2f6.jpg
Виктория и Абдул / Victoria & Abdul;Великобритания, США;драма, биография, история;2017;01:51:10;;русские (форс.);нет;;Джуди Денч, Али Фазал, Тим Пиготт-Смит, Эдди Иззард, Адиль Ахтар, Майкл Гэмбон, Пол Хиггинс, Оливия Уильямс, Фенелла Вулгар, Джулиан Уэдэм;Взойдя на престол в возрасте 18-ти лет, Виктория стала королевой Великобритании, Ирландии, а позже и императрицей Индии. Среди бесчисленных подданных короны был красавец Абдул Карим. Появившись, казалось бы, из ниоткуда, он превратился в очень влиятельного человека при дворе. Ему завидовали, против него плели интриги, а их отношения с королевой обсуждали не только в Англии, но и во всем мире.;;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1421 kbps avg, 0.27 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps;http://i6.imageban.ru/out/2018/01/26/59a8df8e0905fe9ebf0ab0797d969152.jpg
Здравствуй, папа, Новый год! 2 / Daddy's Home 2;;;;;;русские, английские;"английский<span class=""post-br"">";;Уилл Феррелл, Марк Уолберг, Мэл Гибсон, Джон Литгоу, Линда Карделлини, Алессандра Амброзио, Оуэн Ваккаро, Скарлет Эстевез, Диди Костин, Коннор Уайз;;;;720x400 (1.80:1), 23.976 fps, XviD build 73 ~2350 kbps avg, 0.34 bit/pixel;;http://i101.fastpic.ru/big/2018/0207/7f/7b1df1079d6c4e91b2a45d7e997cd47f.png
самые;;;;;;;;;;;;;;;https://a.radikal.ru/a01/1801/23/92441b64e9ec.png
Мой любимый динозавр / My Pet Dinosaur;Австралия;боевик, приключения, семейный;2017;01:33:48;;нет;нет;;Джордан Дюльо, Аннабель Вольф, Скотт Ирвин, Бет Чемпион, Роулэнд Холмс, Кристофер Габарди, Харрисон Саундерс, Том Руни;В результате неудачного военного биологического эксперимента рождается удивительное создание. Это существо находит подросток и прячет у себя дома. Новый друг начинает стремительно расти и распространять хаос по всему городу. Это, конечно, сразу же вызывает недовольство людей в форме. Но они ещё не знают, что на защиту животного выйдет команда местных подростков...;;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1829 kbps avg, 0.35 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i5.imageban.ru/out/2018/01/22/cc53538aa53aa5da5d0b3f19d1e9ea1b.png
Ториял;;;;;;;;;;;;;;;http://i102.fastpic.ru/big/2017/1218/48/37af5e654c470734b32bb5126236b748.jpg
Дом с призраками / Haunted;Италия;ужасы, триллер;2017;01:26:28;;нет;нет;;Роберто Д'Антонио, Майкл Сигал, Дэвид Уайт, Аннамария Лоруссо, Франческо Эмуло, Алекс Д'Антонио;Для писателя жизнь шла своим чередом, но внезапный звонок сестры вынудил его поехать к ней на выручку. Она просила всего лишь присмотреть за кошкой в её отсутствие, однако в доме начали происходить страшные и сверхъестественные явления, что совсем не по душе писателю кошмаров.;HDRip | Haunted.2017.L2.1080p.BDRip.;AVI;688x288 (2.39:1), 24.000 fps, XviD build 73 ~1063 kbps avg, 0.22 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i6.imageban.ru/out/2017/11/26/7cf099f2327ffd1523eed1e0153df0c0.png
Субтитры обязательно должны быть внутри контейнера;;;;;;;;;;;;;;;http://i1.imageban.ru/out/2014/11/07/c4dad272e2b5f07cf65a17bffed8f0e8.png
Все святые / All Saints;США;драма;2017;01:48:50;;нет;нет;;Кара Буоно, Бэрри Корбин, Джон Корбетт, Дэвид Кит Грегори, Алан Уильямс, Патрик Джонсон, Шонда Пирс, Джессиджеймс Локоррьер, Нельсон Ли;Фильм рассказывает правдивую историю о бывшем продавце Майкле, который стал пастырем. Его первым заданием на новом поприще становится поездка в провинциальный городок в Теннесси, где ему нужно закрыть одну маленькую церковь. Если он успешно справится с заданием, то будет переведен в церковь в большом городе, и это назначение нужно и ему и его семье. Однако с виду простая задача оборачивается непредвиденными сложностями – в городок прибывают беженцы из Бирмы, где бушует война, и приходят в церковь за помощью.;HDRip | All.Saints.2017.P.1080p.BDRip.;AVI;688x288 (2.39:1), 23.976 fps, XviD build 73 ~818 kbps avg, 0.17 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i5.imageban.ru/out/2017/12/11/6efa86cbed0010f84d56e2db4f39fa3a.png
Виктория и Абдул / Victoria & Abdul;Великобритания, США;драма, биография, история;2017;01:51:10;;русские, английские;английский;;Джуди Денч, Али Фазал, Тим Пиготт-Смит, Эдди Иззард, Адиль Ахтар, Майкл Гэмбон, Пол Хиггинс, Оливия Уильямс, Фенелла Вулгар, Джулиан Уэдэм;Взойдя на престол в возрасте 18-ти лет, Виктория стала королевой Великобритании, Ирландии, а позже и императрицей Индии. Среди бесчисленных подданных короны был красавец Абдул Карим. Появившись, казалось бы, из ниоткуда, он превратился в очень влиятельного человека при дворе. Ему завидовали, против него плели интриги, а их отношения с королевой обсуждали не только в Англии, но и во всем мире.;BDRip | Victoria and Abdul.2017.BDREMUX 1080p;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1902 kbps avg, 0.36 bit/pixel;"48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkblue;"">Dub</span></span>";http://i6.imageban.ru/out/2018/01/26/59a8df8e0905fe9ebf0ab0797d969152.jpg
Культ Чаки / Cult of Chucky;;;;;;нет;нет;;Дженнифер Тилли, Фиона Дуриф, Брэд Дуриф, Алекс Винсент, Майкл Терриоль, Элизабет Розен, Зак Сантьяго, Грэйс Линн Кунг, Али Татарин, Саммер Х. Хауэлл;;;;688x384 (1.79:1), 23.976 fps, XviD build 73 ~1004 kbps avg, 0.16 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i91.fastpic.ru/big/2017/1005/5f/afadf4012553f6a599732ca1e15e2d5f.jpg
Прощай, Кристофер Робин / Goodbye Christopher Robin;Великобритания;семейный, биография, история;2017;01:47:00;;русские, английские;английский;;Донал Глисон, Марго Робби, Келли Макдоналд, Вики Пеппердин, Уилл Тилстон, Алекс Лоутер, Стивен Кэмпбелл, Мур, Ричард МакКейб, Джеральдин Сомервилль, Мосси Смит;Картина расскажет о взаимоотношениях между А. А. Милном и его сыном Кристофером Робином, чьи игрушки вдохновили писателя на создание волшебного мира повестей о Винни-Пухе.;;AVI;720x384 (1.88:1), 23.976 fps, XviD build 73 ~2014 kbps avg, 0.30 bit/pixel;"48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkgreen;"">MVO</span></span>";http://i2.imageban.ru/out/2018/02/17/06bc6486421d71accdfc827b282ca7a6.jpg
Патти Кейкс / Patti Cake$;США;драма, музыка;2017;01:48:56;;нет;нет;;Даниэль МакДональд, Бриджет Эверетт, Мамуду Ати, Кэти Мориарти, МакКаул Ломбарди, Патрик Брана, Дилан Блу, Уоррен Буб;История Патрисии Дамбровски — полной белой девушки из маленького городка в Джерси, мечтающей о славе рэперши. Жизнь Патрисии разваливается, на плечах мамины неудачи и несчастья, а единственный, кто верит в талант девушки — её бабушка.;BDRip | Patti.Cakes.2017.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-FGT;AVI;720x384 (1.88:1), 23.976 fps, XviD build 73 ~1523 kbps avg, 0.23 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i101.fastpic.ru/big/2017/1210/3a/38149fb8ba6cd36e3d82155016a8053a.jpg
Ветреная река / Wind River;;;;;;;;;;;;;;;http://i6.imageban.ru/out/2017/10/20/9e2253a8f397640d3e62c67708a9cd5e.png
Их звездный час / Their Finest;;;;;;;;;;;;;;;http://i89.fastpic.ru/big/2017/0907/8f/93744c0ecc6b0ee32553d57bc1cb688f.png
Реальные воспоминания международного убийцы / True Memoirs of an International Assassin;США;боевик, комедия;2016;01:38:02;Любительский (многоголосый закадровый) | Синема УС;нет;нет;;Кевин Джеймс, Ким Коутс, Морис Комт, Сулай Энао, Эндрю Ховард, Рон Рифкин, Юл Васкес, П.Дж. Бирн, Келен Коулмэн, Леонард Эрл Хауз;Экшн-комедия о робком бухгалтере и писателе-дебютанте Джо, чей роман «Воспоминания международного убийцы» выпускают под видом правдивых исповедальных мемуаров. Новый бестселлер привлекает внимание ЦРУ, гангстеров и журналистов, вынуждая кроткого писателя почувствовать себя в шкуре своего персонажа.;WEBRip | True.Memoirs.of.an.International.Assassin.2016.WebRip.1080p.Rus.Eng;AVI;688x288 (2.39:1), 23.976 fps, XviD build 73 ~928 kbps avg, 0.20 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i4.imageban.ru/out/2017/11/18/f47274a3f898c07b1934037ab76e04c7.jpg
мама! / mother!;США;ужасы, триллер, драма, детектив;2017;02:01:44;"Профессиональный (дублированный) | <span class=""post-b""><span class=""p-color"" style=""color: blue;"">Лицензия</span></span><br/><span class=""post-b"">Субтитры</span>: русские, английские<br/><span class=""post-b"">Оригинальная аудиодорожка</span>: английский<br/><span class=""post-b"">Режиссер</span>: Даррен Аронофски / Darren Aronofsky<br/><span class=""post-b"">В ролях</span>: Дженнифер Лоуренс, Хавьер Бардем, Эд Харрис, Мишель Пфайффер, Брин Глисон, Донал Глисон, Йован Адепо, Патриция Саммерсетт, Эрик Дэвис<br/><span class=""post-b"">Описание</span>: Отношения молодой пары оказываются под угрозой, когда, нарушая безмятежное существование супругов, в их дом заявляются незваные гости.<br/><span class=""post-b"">Качество видео</span>: BDRip | <span class=""post-b""><span class=""p-color"" style=""color: gray;"">Mother.2017.Lic.BDREMUX.1080p.ExKinoRay</span></span><br/><span class=""post-b"">Формат видео</span>: AVI<span class=""post-br""><br/></span><span class=""post-b"">Видео</span>: 720x304 (2.37:1), 23.976 fps, XviD build 73 ~1672 kbps avg, 0.32 bit/pixel<br/><span class=""post-b"">Аудио</span>: 48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkgreen;"">RUS</span></span><br/><span class=""post-b"">Аудио</span>: 48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps | ENG";русские, английские;английский;;Дженнифер Лоуренс, Хавьер Бардем, Эд Харрис, Мишель Пфайффер, Брин Глисон, Донал Глисон, Йован Адепо, Патриция Саммерсетт, Эрик Дэвис;Отношения молодой пары оказываются под угрозой, когда, нарушая безмятежное существование супругов, в их дом заявляются незваные гости.;BDRip | Mother.2017.Lic.BDREMUX.1080p.ExKinoRay;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1672 kbps avg, 0.32 bit/pixel;"48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkgreen;"">RUS</span></span>";http://i3.imageban.ru/out/2018/02/10/661d0aea8834da8d6d54cb3353f2dbb7.jpg
Роковое искушение / The Beguiled;США;драма;2017;01:33:08;;русские (форсированные);нет;;Колин Фаррелл, Николь Кидман, Кирстен Данст, Элль Фэннинг, Уна Лоуренс, Энгаури Райс, Эддисон Рики, Эмма Ховард, Уэйн Пер, Мэтт Стори;Раненый янки Джон МакБарней (Колин Фаррелл), капрал армии северян, был спасен от смерти юной конфедераткой из южной школы-интерната. Женский коллектив ухаживает за ним и делает все для его лечения. Вскоре Джон начинает поправляться и понимает, в какое благодатное место его привела судьба. Одна за другой девушки оказываются очарованы обаятельным выздоравливающим. Постепенно атмосфера в школе накаляется — каждая мечтает завоевать расположение красавца-мужчины. Вскоре ревность, обман и обиды приходят на смену душевной близости и сердечности.;;AVI;688x416 (1.65:1), 23.976 fps, XviD build 73 ~984 kbps avg, 0.14 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i6.imageban.ru/out/2017/11/24/dd5eb1c730896d58ac32628e987ae254.jpg
24 часа на жизнь / 24 Hours to Live;ЮАР, Гонконг;боевик, триллер, фэнтези;2017;01:33:37;Профессиональный (дублированный) | iTunes;нет;нет;;Рутгер Хауэр, Итэн Хоук, Пол Андерсон, Лиам Каннингэм, Натали Болтт, Таня ван Граан, Хаким Кае-Казим, Сюй Цин, Эйдан Уайток, Эндрю Моргадо;Во время очередного задания погибает киллер, на совести которого много невинных жертв. Но таинственным образом он возвращается из потустороннего мира к жизни. И теперь у него есть только 24 часа, чтобы объединившись с убийцей, от руки которого он принял смерть, искупить вину и спасти свою душу.;WEB-DLRip | 24H_TO_LIVE_WEB_DL_1080p-BLUEBIRD;AVI;688x288 (2.39:1), 23.976 fps, XviD build 73 ~974 kbps avg, 0.20 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i4.imageban.ru/out/2017/11/24/37ed01cd1d27b204bac8533d17f2df26.png
Брюс Ли: Рождение Дракона / Birth of the Dragon;;;;;;;;;;;;;;;http://i1.imageban.ru/out/2017/11/14/2e72b8b9753688bee68301db295a1954.png
Пассажиры / Passengers;;;;;;;;;;;;;;;http://i90.fastpic.ru/big/2017/0326/61/9f4dcea064622ed5385117a15c4fca61.png
На коротком расстоянии / Auf kurze Distanz;;;;;;;;;;;;;;;http://s48.radikal.ru/i122/1704/53/e6e344ffbea1.jpg
Субурбикон / Suburbicon;Великобритания, США;триллер, драма, криминал, детектив;2017;01:44:10;;нет;нет;;Мэтт Дэймон, Джулианна Мур, Оскар Айзек, Ноа Джуп, Гленн Флешлер, Меган Фергюсон, Джек Конли, Гэри Басараба, Майкл Коэн, Стив Монро;Добро пожаловать в солнечный Субурбикон! В прекрасный тихий городок в самом сердце Америки. Счастливые семьи. Недорогие миленькие дома. Ухоженные газоны. Воплощение американской мечты. Чудесную жизнь городка внезапно прерывает шокирующее, из ряда вон выходящее событие — образцовая семья переживает вторжение в их семейное гнёздышко. Это событие толкает на худшие поступки в их идиллической жизни — шантаж, месть и предательство.;;AVI;688x288 (2.39:1), 24.000 fps, XviD build 73 ~860 kbps avg, 0.18 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i5.imageban.ru/out/2018/01/23/5f181500ae93afce6a4075bf1dacf079.png
Могучие рейнджеры / Power Rangers;;;;;;;;;;;;;;;http://i5.imageban.ru/out/2017/09/26/06836265bed02fa41055e818a40581ec.png
Очень плохие мамочки 2 / A Bad Moms Christmas;США, Китай;комедия, приключения;2017;01:44:37;;нет;нет;;Мила Кунис, Кристен Белл, Кэтрин Хан, Кристин Барански, Сьюзен Сарандон, Шерил Хайнс, Джей Эрнандес, Джастин Хартли, Питер Галлахер, Уна Лоуренс;Большой дом, любящий мужчина, талантливые дети и карьера в гору. Мы уже взрослые и сами принимаем решения? Как бы не так! Заботливые родители до сих пор не оставляют нас без «ценных советов», особенно, когда неожиданно нагрянут на Новый год. Правда, отрываться они тоже научат по-взрослому! Другими словами, праздник подкрался незаметно…;BDRip | A_BAD_MOMS_XMAS_BLUEBIRD;AVI;688x288 (2.39:1), 23.976 fps, XviD build 73 ~858 kbps avg, 0.18 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i6.imageban.ru/out/2018/01/30/ceb9d777c6a063204d876ba472abdcf3.jpg
"Абсолютная власть / Imperium
«Защити свою страну!»";;;;;;;;;;;;;;;http://i85.fastpic.ru/big/2016/1217/6b/1df8fa776de040b45e7ddbee67bfdc6b.png
Убить за лайк / Tragedy Girls;США;ужасы, комедия;2017;01:38:12;;нет;нет;;Джош Хатчерсон, Брианна Хилдебранд, Кевин Дюран, Никки Уилан, Крэйг Робинсон, Александра Шипп, Розалинд Чао, Джек Куэйд, Остин Абрамс, Тимоти В. Мерфи;Две подружки-старшеклассницы одержимы мечтой стать звездами социальных сетей. Но, как известно, хорошими делами прославиться нельзя. Поэтому они заводят блог «Кошмарные девчонки», в котором смачно комментируют трагедии и несчастные случаи, происходящие в их городке. Количество подписчиков растет, но для новых лайков требуются новые кровавые репортажи. Амбициозные девушки, ощущая острую нехватку материала, принимаются убивать всех, кто мешает им по жизни, совмещая «приятное» с «полезным»…;WEB-DLRip | TRAGEDY_GIRLS_WEB_DL_1080p-BLUEBIRD;AVI;688x288 (2.39:1), 24.000 fps, XviD build 73 ~920 kbps avg, 0.19 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i3.imageban.ru/out/2018/01/05/e858ce913f53e7d744757745c391909a.png
Голем /The Limehouse Golem;;;;;;;;;;;;;;;http://i2.imageban.ru/out/2017/09/29/b2ce4061982a5142723b55b450f28a92.png
Сильнее / Stronger;;;;;;;;;;;;;;;http://i99.fastpic.ru/big/2018/0119/69/987d8043c123cdd6ea382ec58e9f8769.png
Последствия / Aftermath;;;;;;;;;;;;;;;http://i48.fastpic.ru/big/2017/0508/a8/edf1bf8632df0f19f1769973e8242fa8.jpg
Долина костей / Valley of Bones;США;триллер, криминал, вестерн;2017;01:30:09;;нет;нет;;Отем Ризер, Рис Койро, Стив Молони, Mason Mahay, Александра Биллингс, Билл Смитрович, Марк Марголис, Мьюз Уотсон, Билл Даблоу;События фильма, в котором удачно переплетены триллер и драма, знакомят зрителей с Анной – женщиной-палеонтологом, обожающей свою профессию. Не так давно героиня киноленты «Долина костей» потеряла мужа и сумела справиться с горем, погрузившись в работу. Однажды женщина решает отправиться на поиски костей динозавров. Для героини это не просто авантюра, а продуманное путешествие, которое должно привести ее в нужное место. В попутчики Анна берет с собой сына Иезекииля и Маккоя - родного брата погибшего супруга Нейта.;;AVI;688x288 (2.39:1), 23.976 fps, XviD build 73 ~1014 kbps avg, 0.21 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i3.imageban.ru/out/2017/12/18/4f28c62eae0a108a966541f546df8e9c.jpg
Мой любимый динозавр / My Pet Dinosaur;Австралия;боевик, приключения, семейный;2017;01:33:48;;нет;нет;;Джордан Дюльо, Аннабель Вольф, Скотт Ирвин, Бет Чемпион, Роулэнд Холмс, Кристофер Габарди, Харрисон Саундерс, Том Руни;В результате неудачного военного биологического эксперимента рождается удивительное создание. Это существо находит подросток и прячет у себя дома. Новый друг начинает стремительно расти и распространять хаос по всему городу. Это, конечно, сразу же вызывает недовольство людей в форме. Но они ещё не знают, что на защиту животного выйдет команда местных подростков...;;AVI;688x288 (2.39:1), 23.976 fps, XviD build 73 ~970 kbps avg, 0.20 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i5.imageban.ru/out/2018/01/22/cc53538aa53aa5da5d0b3f19d1e9ea1b.png
Хроники мстителя / Vigilante Diaries;;;;;;;;;;;;;;;http://i82.fastpic.ru/big/2016/1030/fb/55e457d9f39268240317909429918dfb.jpg
Ториял;;;;;;;;;;;;;;;http://i99.fastpic.ru/big/2017/1214/6e/4f2022d37f81fbfcdad042418686ae6e.jpg
Конг: Остров черепа / Kong: Skull Island;;;;;;;;;;;;;;;http://i92.fastpic.ru/big/2017/0626/39/b68551b1fff85df70c29738f83005039.jpg
Оно приходит ночью / It Comes at Night;;;;;;;;;;;;;;;http://i91.fastpic.ru/big/2017/0907/0e/282e4464e9282006f08c40690953f60e.png
Меч короля Артура / King Arthur: Legend of the Sword;;;;;;;;;;;;;;;http://i92.fastpic.ru/big/2017/0726/5d/4bfe6f5b25e0acc20e980b83d87ab75d.jpg
Отмель / The Shallows;;;;;;;;;;;;;;;http://i78.fastpic.ru/big/2016/0908/4f/1a8121cf2d7aa046617139a64e8e3e4f.png
Вскармливание / Feed;;;;;;;;;;;;;;;http://i95.fastpic.ru/big/2017/0719/0d/1aef041e174e1366bdae2fc7ec109d0d.png
Борг/Макинрой / Borg McEnroe;;;;;;нет;нет;;Сверрир Гуднасон, Шайа ЛаБаф, Стеллан Скарсгард, Тува Новотны, Лео Борг, Маркус Моссберг, Джексон Гэнн, Скотт Артур, Йен Блэкман, Роберт Эммс;;;;688x288 (2.39:1), 24.000 fps, XviD build 73 ~835 kbps avg, 0.17 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i1.imageban.ru/out/2018/01/07/918fb6fc7965e15cc53ff8c1ab393fc0.jpg
Красавица и чудовище / Beauty and the Beast;;;;;;;;;;;;;;;http://i95.fastpic.ru/big/2017/0612/e6/cb11d7b4f26d7b44af3745526c4238e6.png
Новогодний корпоратив / Office Christmas Party / Theatrical Cut;;;;;;;;;;;;;;;http://i92.fastpic.ru/big/2017/0804/fb/2038d06f3b539cab2e6b9aa7eb5d28fb.jpg
